DateValue,HourValue,Evap Leaving Water Temp,Evap Entering Water Temp,Cond Entering  Water Temp,Cond Leaving  Water Temp,Evpt Rfgt Pressure,Condenser Rfgt Pressure,Oil Pump Discharge Pressure,Oil Tank Temperature,Evap Sat Rfgt Temp,Cond Sat Rfgt Temp,Active Current Limit Setpoint,Setpoint,Power,Starter Average Phase Voltage, Motor Winding Temp 1, Motor Winding Temp 2, Motor Winding Temp 3,Load,Condenser Rfgt  Pressure,EnergyConsumption,Temperature,Humidity,DewPoint
17-07-2021,16,6.01,10.9,31.88,36.55,391.35,1457.7,2063.83,55.38,3.84,38.15,100,6,375.28,423.28,42.57,50.63,45.1,86.72,NULL,363.4375,31.72,66,24.92
17-07-2021,17,6.01,10.72,31.54,35.99,392.87,1426.52,2057.93,55.06,3.93,37.55,100,6,358.2,421.88,41.37,47.54,40.99,83.09,NULL,346.6875,31.28,68,24.88
17-07-2021,18,5.99,10.93,31.97,36.69,390.55,1464.77,2062.5,55.1,3.8,38.29,100,6,379.53,416.78,42.94,51.92,46.06,88.75,NULL,367.4375,27.28,74.67,22.21
17-07-2021,19,6.01,10.77,31.88,36.44,392.37,1450.47,2058.73,55.05,3.91,38.01,100,6,367.03,410.82,42.45,50,45.21,86.81,NULL,355.1875,26.2,76.83,21.57
17-07-2021,20,6,10.77,31.8,36.33,392.19,1445.8,2059.66,55.02,3.9,37.92,100,6,366.29,413,42.21,49.34,44.65,86.3,NULL,354.3125,25.69,77,21.09
17-07-2021,21,6,10.8,31.74,36.29,391.9,1443.81,2060.48,55.06,3.88,37.88,100,6,367.14,412.62,42.23,49.68,44.88,86.56,NULL,355.4375,27.28,78,22.88
17-07-2021,22,5.99,10.77,31.7,36.21,392,1438.76,2058.78,54.95,3.88,37.79,100,6,363.84,413.17,42.15,48.4,44.1,85.67,NULL,346.375,26.45,77.17,21.88
17-07-2021,23,6,10.78,31.64,36.16,391.9,1435.47,2060.05,55.03,3.88,37.72,100,6,363.57,416.77,41.92,48.35,43.7,85,NULL,351.625,26.28,78,21.88
18-07-2021,0,5.99,10.79,31.85,36.39,391.33,1449.38,2063.62,55.15,3.84,37.99,100,6,368.38,419.57,42.17,49.05,44.61,85.68,NULL,356.6875,26.28,80.83,22.45
18-07-2021,1,6,10.93,31.57,36.22,390.17,1441.32,2062.37,55.09,3.78,37.84,100,6,372.05,422.72,42.32,49.35,44.76,86.09,NULL,360.1875,26.28,82,22.68
18-07-2021,2,6.02,10.76,31.43,35.89,391.75,1422.93,2058.18,54.84,3.87,37.48,100,6,357.67,420.93,41.34,47.39,42.51,83.01,NULL,345.875,26.28,84,23.08
18-07-2021,3,6,10.74,31.61,36.07,391.37,1432.37,2058.42,54.88,3.85,37.66,100,6,359.73,421.88,41.44,47.95,42.8,83.42,NULL,348.4375,26.28,84.83,23.25
18-07-2021,4,6,10.76,31.76,36.25,391.32,1441.07,2059.98,54.86,3.85,37.83,100,6,362.62,421.15,41.76,48.58,43.16,84.16,NULL,351.25,26.28,86,23.48
18-07-2021,5,5.99,10.87,31.77,36.4,390.08,1450.22,2063.13,54.99,3.77,38.01,100,6,372.25,419.8,42.37,50.25,44.76,86.54,NULL,360.375,26.28,88,23.88
18-07-2021,6,6,10.76,31.69,36.18,391.32,1437.8,2060.73,54.95,3.85,37.77,100,6,363.3,419.77,41.78,48.36,42.51,84.47,NULL,351.5,26.11,88,23.71
18-07-2021,7,6.02,10.8,31.74,36.31,391.68,1442.05,2061.75,55.05,3.87,37.85,100,6,365.33,416.03,42.11,49.38,43.44,85.52,NULL,353.375,25.61,83,22.21
18-07-2021,8,5.99,10.81,31.71,36.27,391.76,1442.08,2059.31,55.06,3.87,37.85,100,6,366.81,411.53,42.24,49.97,43.8,86.67,NULL,355.125,26.28,79,22.08
18-07-2021,9,6,10.82,31.68,36.23,391.72,1439.68,2059.43,55.06,3.87,37.8,100,6,366.27,411.92,42.21,49.67,44.22,86.4,NULL,354.0625,26.61,74,21.41
18-07-2021,10,6,10.79,31.68,36.22,391.78,1439.48,2059.8,55.12,3.88,37.8,100,6,364.93,410.75,42.17,49.59,44.14,86.32,NULL,353,26.93,68,20.53
18-07-2021,11,5.99,10.84,31.9,36.53,391.42,1457.18,2059.95,55.2,3.85,38.14,100,6,372.88,411.07,42.73,51.05,45.52,88.17,NULL,360.75,27.96,64,20.76
18-07-2021,12,5.99,10.88,32.24,36.92,390.97,1479.42,2066.28,55.33,3.82,38.57,100,6,381.65,410.87,43.47,52.81,47.2,90.27,NULL,369.4375,28.92,59.5,20.82
18-07-2021,13,6,10.86,32.05,36.67,391.43,1466.32,2064.25,55.36,3.84,38.32,100,6,376,416.35,42.88,51.59,45.55,88.01,NULL,364.25,29.8,58.17,21.43
18-07-2021,14,5.99,10.98,32.23,36.95,390.48,1481.93,2066.87,55.37,3.79,38.62,100,6,385.72,418.62,43.41,52.9,46.84,89.86,NULL,373.5,30.07,61,22.27
18-07-2021,15,6.02,10.98,32,36.73,391.03,1469.97,2065.33,55.32,3.83,38.39,100,6,382.47,418,43.3,52.72,46.97,89.15,NULL,370.25,31.03,63,23.63
18-07-2021,16,5.99,10.91,31.74,36.39,390.9,1452.58,2061.13,55.12,3.83,38.06,100,6,375.45,419.83,42.55,50.72,45.11,87.28,NULL,363.3125,28.25,64,21.05
18-07-2021,17,6,10.92,31.88,36.54,390.98,1461.62,2062.58,55.21,3.83,38.23,100,6,377.18,421.65,42.74,51.44,45.4,87.34,NULL,365.1875,24.33,66.5,17.63
18-07-2021,18,5.99,10.84,31.85,36.42,391.55,1454.02,2061.03,55.11,3.86,38.08,100,6,370.92,420.1,42.31,49.94,44.62,86.19,NULL,359.1875,22.96,74,17.76
18-07-2021,19,5.99,10.89,32.1,36.74,390.93,1471.45,2063.72,55.07,3.82,38.42,100,6,379.45,413.08,43.06,51.85,46.58,89.39,NULL,367.1875,23.46,77,18.86
18-07-2021,20,6.01,10.9,32.3,36.96,391.25,1482.85,2066.53,55.24,3.84,38.64,100,6,381.6,411.8,43.51,53.38,47.7,90.12,NULL,369.3125,23.79,77.83,19.36
18-07-2021,21,6,10.79,32.18,36.72,391.95,1470.57,2064.43,55.13,3.88,38.4,100,6,373.63,410.33,42.98,51.31,45.98,88.5,NULL,361.75,25.28,80,21.28
18-07-2021,22,6.01,10.76,32.02,36.51,392.41,1459.17,2062.76,55.11,3.91,38.18,100,6,368.58,411.61,42.57,50.12,44.92,86.98,NULL,356.625,25.28,80,21.28
18-07-2021,23,5.98,10.8,31.86,36.37,391.48,1452,2063.27,55,3.86,38.04,100,6,369.55,414.47,42.38,49.45,44.39,86.74,NULL,357.4375,26.11,82.5,22.61
19-07-2021,0,5.99,11.09,32.21,37.05,388.87,1490.3,2072.9,55.23,3.7,38.79,100,6,394.37,415.47,44.07,55.38,49.25,92.44,NULL,382,25.61,86.33,22.88
19-07-2021,1,6.01,10.88,31.82,36.42,391.48,1455.58,2065.12,55.18,3.86,38.11,100,6,372.97,418.25,42.68,50.71,45.48,86.98,NULL,361.0625,25.28,89,23.08
19-07-2021,2,6,10.68,31.61,35.98,392.97,1431.83,2060.87,54.95,3.94,37.65,100,6,357.88,419.65,41.53,47.44,42.24,83.28,NULL,345.8125,25.28,90,23.28
19-07-2021,3,5.99,10.75,31.78,36.23,391.93,1446.7,2063.77,54.96,3.88,37.94,100,6,365.55,421.77,42.02,48.24,43.83,84.68,NULL,353.5,24.78,90,22.78
19-07-2021,4,6.01,10.72,31.74,36.15,391.88,1441.62,2061.98,54.91,3.88,37.84,100,6,361.12,420.15,41.93,47.77,43.46,83.9,NULL,349.875,24.28,90,22.28
19-07-2021,5,5.99,10.64,31.55,35.89,392.02,1426.1,2058.78,54.75,3.89,37.54,100,6,353.93,418.48,41.41,46.94,42.11,82.52,NULL,343.0625,24.28,90,22.28
19-07-2021,6,6.03,10.07,31.32,35.17,397.27,1383.1,2051.6,54.45,4.2,36.6,100,6,317.93,414.35,39.39,42.42,38.04,74.88,NULL,307.375,24.13,89.17,21.96
19-07-2021,7,5.99,10.39,31.32,35.49,394.45,1401.33,2054.37,54.71,4.03,37.01,100,6,339.18,410.8,40.45,45.18,38.93,80.22,NULL,328.0625,23.39,86,20.59
19-07-2021,8,6.02,10.3,31.11,35.14,396.28,1385.3,2051.03,54.74,4.14,36.65,100,6,327.7,409.68,39.9,43.77,38.42,77.79,NULL,317.3125,23.7,81,19.9
19-07-2021,9,6,10.22,31.29,35.28,395.83,1390.35,2050.73,54.7,4.11,36.76,100,6,327.32,411.25,39.68,43.48,38.31,77.5,NULL,316.5,24.84,77,20.24
19-07-2021,10,5.97,10.67,31.76,36.23,391.37,1442.75,2061.37,54.92,3.85,37.85,100,6,364.53,410.1,42.13,49.36,43.65,86.37,NULL,353,25.29,72,19.69
19-07-2021,11,6.02,10.74,32.53,37.04,392.85,1485.75,2067.9,55.44,3.93,38.7,100,6,374.47,409.32,43.18,52.9,47.48,88.84,NULL,362.6875,26.93,67,20.33
19-07-2021,12,6.02,10.05,32.24,36.14,398.13,1427.85,2057.18,55.31,4.25,37.56,100,6,327.57,411.87,40.14,44.69,39.56,77.38,NULL,316.75,27,63,19.6
19-07-2021,13,6.01,9.87,31.7,35.4,399.37,1389.8,2050.85,55.04,4.33,36.75,100,6,308.12,417.12,38.79,41.67,37.78,72.42,NULL,298.0625,26.39,60,18.39
19-07-2021,14,6,9.84,31.36,35.01,399.57,1370.6,2046.21,54.75,4.34,36.31,100,6,300.6,417.55,38.26,40.8,37.35,70.64,NULL,290.875,27.19,59.17,19.02
19-07-2021,15,6,9.79,31.43,35.02,400.32,1369.07,2046.03,54.63,4.38,36.28,100,6,297.27,417.65,38,40.49,37.37,69.91,NULL,287.5625,27.66,64.33,20.53
19-07-2021,16,6,9.8,31.15,34.72,400.57,1356.43,2042.22,54.38,4.4,36,100,6,294.15,422.3,37.66,40.1,37.01,68.78,NULL,284.625,27.89,66.17,21.12
19-07-2021,17,6,9.77,31.34,34.89,400.37,1364.1,2043.87,54.57,4.38,36.17,100,6,294.15,424.22,37.76,40.36,37.09,68.63,NULL,284.6875,27.96,69,21.76
19-07-2021,18,6.01,9.55,30.24,33.47,401.12,1295.33,2033.03,54.24,4.43,34.63,100,6,265.16,418.59,35.76,37.31,35.18,62.76,NULL,256.0625,27.54,72,21.94
19-07-2021,19,5.99,9.39,29.53,32.55,401.53,1250.82,2025.35,53.8,4.46,33.63,100,6,248.85,413.7,34.36,35.43,34,59.57,NULL,240.75,27.12,75,22.12
19-07-2021,20,5.99,9.41,29.37,32.42,400.97,1244.5,2024.48,53.67,4.42,33.48,100,6,249.25,413.42,34.48,35.35,33.87,59.67,NULL,241.1875,26.69,78,22.29
19-07-2021,21,5.99,9.19,28.28,31.04,402.73,1178.64,2010.9,53.31,4.53,32,100,6,225.9,414.15,33.02,32.78,32.36,54.5,NULL,218.3125,27.13,78.83,22.9
19-07-2021,22,5.99,9.15,28.42,31.14,402.72,1184.13,2009.92,53.22,4.53,32.13,100,6,224.85,414.48,33.13,32.66,32.53,54.34,NULL,217.6875,27.28,79,23.08
19-07-2021,23,5.99,9.29,28.69,31.57,401.95,1206.03,2015.65,53.27,4.48,32.62,100,6,236.27,414.88,33.65,33.73,32.97,56.74,NULL,228.5625,25.61,80,21.61
20-07-2021,0,5.95,9.53,29.12,32.32,399.05,1244.71,2023.81,53.4,4.31,33.49,100,6,259.31,417.44,34.87,35.62,34.04,61.59,NULL,250.875,24.28,80,20.28
20-07-2021,1,6.01,9.83,29.47,32.93,398.43,1274.62,2030.02,53.57,4.27,34.16,100,6,276.85,418.53,36.2,36.98,34.95,65.31,NULL,267.9375,24.28,82,20.68
20-07-2021,2,5.99,9.66,29.5,32.84,399.18,1268.67,2027.83,53.55,4.32,34.03,100,6,268.45,419.48,35.72,36.52,34.7,63.36,NULL,259.5,24.28,82.83,20.85
20-07-2021,3,6,9.69,29.66,33.01,399.18,1277.68,2030.1,53.6,4.31,34.23,100,6,271.45,422.88,35.86,36.91,34.89,63.76,NULL,262.5625,24.28,83.83,21.05
20-07-2021,4,5.99,9.67,29.72,33.08,399.02,1280.63,2029.35,53.61,4.31,34.29,100,6,271.62,422.57,35.97,36.84,35,63.82,NULL,262.6875,23.78,82,20.18
20-07-2021,5,6,9.66,29.76,33.1,399.4,1280.35,2028.62,53.52,4.32,34.29,100,6,270.5,419.92,35.88,36.82,34.94,63.83,NULL,261.6875,23.14,82.83,19.71
20-07-2021,6,6,9.71,30.03,33.43,399.22,1294.38,2033.12,53.72,4.32,34.61,100,6,275.43,415.43,36.32,37.47,35.29,65.22,NULL,266.3125,23.08,83.83,19.85
20-07-2021,7,6,9.75,30.29,33.77,399.28,1310.78,2036.72,54.04,4.33,34.97,100,6,281.83,412.1,36.81,38.18,35.77,66.99,NULL,272.25,23.95,82,20.35
20-07-2021,8,5.99,9.89,30.56,34.2,398.33,1333.77,2040.88,54.27,4.27,35.49,100,6,295.32,412.17,37.72,39.68,36.48,70.04,NULL,285.4375,24.31,77,19.71
20-07-2021,9,5.99,10.05,31.28,35.15,396.88,1380,2047.58,54.52,4.18,36.53,100,6,316.52,410.78,39.23,42.22,37.62,75.01,NULL,306.0625,24.85,73,19.45
20-07-2021,10,6,10.08,31.69,35.62,396.67,1400.82,2052.4,54.94,4.17,36.99,100,6,323.45,412.43,39.63,43.46,37.89,76.39,NULL,312.9375,25.46,71.33,19.73
20-07-2021,11,6,10.15,31.59,35.57,396.37,1398.13,2053.62,55.15,4.15,36.93,100,6,325,415.48,39.6,43.63,38.04,76.43,NULL,314.3125,26.39,67,19.79
20-07-2021,12,5.99,10.3,31.82,35.94,395,1420.77,2058.53,55.34,4.06,37.4,100,6,339.62,416.67,40.32,45.16,39.53,79.56,NULL,328.3125,27,66.67,20.33
20-07-2021,13,6,10.47,32.76,37.11,393.7,1484.32,2068,55.63,3.99,38.67,100,6,363.52,419.8,42.11,49.25,44.35,84.53,NULL,351.5625,27.36,65.33,20.43
20-07-2021,14,6.04,10.28,31.04,35.09,396.52,1382.6,2047.9,54.99,4.16,36.51,100,6,325.22,417.83,39.66,44.24,40.17,76.27,NULL,314.875,27.89,65.83,21.06
20-07-2021,15,6.01,9.88,29.24,32.76,398.08,1267.9,2029.13,53.9,4.25,34.01,100,6,278.93,422.37,36.22,37.08,34.9,65.44,NULL,269.875,28.39,66,21.59
20-07-2021,16,6,9.93,29.96,33.6,397.83,1306.23,2036.72,53.98,4.24,34.87,100,6,290.78,420.32,37.02,38.74,35.95,68.21,NULL,281.1875,28.02,68.5,21.72
20-07-2021,17,6.01,10,30.15,33.84,397.78,1318.88,2038.63,54.05,4.23,35.15,100,6,296.39,423.02,37.57,39.32,36.31,69.17,NULL,286.5625,27.66,72,22.06
20-07-2021,18,5.99,9.86,29.36,32.87,397.77,1273.2,2026.92,53.46,4.23,34.13,100,6,278.82,422.35,36.35,37.42,34.9,65.41,NULL,269.6875,27.42,78,23.02
20-07-2021,19,6,9.63,29.12,32.4,399.33,1248.25,2023.47,53.34,4.33,33.57,100,6,262.57,418.48,35.27,35.97,34.17,62.19,NULL,254,26.06,78.83,21.83
20-07-2021,20,5.99,9.71,29.3,32.67,398.55,1261.4,2024.98,53.34,4.28,33.86,100,6,270.32,418.43,35.69,36.62,34.62,63.89,NULL,261.75,26.39,79.83,22.36
20-07-2021,21,6,9.56,29.27,32.49,400,1249.48,2023.43,53.34,4.36,33.6,100,6,259.62,417.72,35.01,35.9,34.14,61.57,NULL,251.1875,25.99,84,22.79
20-07-2021,22,6.01,9.61,29.54,32.8,400.12,1264.95,2026.41,53.43,4.37,33.94,100,6,264.24,420.69,35.51,36.27,34.54,62.38,NULL,255.625,24.61,86,21.81
20-07-2021,23,6,9.64,29.75,33.07,399.3,1278.7,2029.63,53.55,4.32,34.25,100,6,269.73,421.93,35.92,36.85,34.92,63.46,NULL,260.8125,23.95,86,21.15
21-07-2021,0,5.97,9.92,30.01,33.63,396.8,1309.37,2036.92,53.68,4.17,34.94,100,6,292.45,421.95,37.18,38.79,36.03,68.44,NULL,282.625,23.28,88.5,20.98
21-07-2021,1,5.99,10.43,30.49,34.57,394.07,1359.25,2045.15,53.95,4.01,36.06,100,6,325.78,419.93,39.45,42,37.96,75.94,NULL,315.4375,23.61,86.5,20.91
21-07-2021,2,5.99,10.47,30.72,34.86,393.92,1371.33,2048,54.18,4,36.33,100,6,330.47,421.07,39.69,42.85,38.11,76.92,NULL,319.875,24.28,85,21.28
21-07-2021,3,6.01,10.54,30.78,34.97,393.65,1378.15,2049.33,54.3,3.98,36.49,100,6,334.68,422.52,40.03,43.38,38.22,77.68,NULL,323.6875,24.11,85,21.11
21-07-2021,4,6,10.54,30.77,34.95,393.62,1377.93,2048.32,54.29,3.98,36.48,100,6,334.17,422.98,39.96,43.42,38.21,77.54,NULL,323.5,23.28,85,20.28
21-07-2021,5,6,10.58,30.99,35.25,392.95,1392.57,2048.43,54.21,3.95,36.81,100,6,341.33,421.97,40.37,44.47,39.25,79.28,NULL,330.3125,23.28,86.67,20.61
21-07-2021,6,6,10.66,31.18,35.5,392.43,1404.63,2052.22,54.33,3.91,37.08,100,6,347.22,419.02,40.87,45.66,40.38,80.93,NULL,335.9375,23.28,87.17,20.71
21-07-2021,7,5.99,10.61,31.27,35.57,392.38,1406.72,2052.92,54.43,3.91,37.12,100,6,347.02,416.22,40.95,45.51,39.59,81.31,NULL,335.9375,23.28,88,20.88
21-07-2021,8,5.98,10.71,31.47,35.9,391.53,1424.4,2055.5,54.63,3.86,37.5,100,6,357.77,411.17,41.71,47.64,41.94,84.58,NULL,346.0625,23.12,88,20.72
21-07-2021,9,6,10.87,31.51,36.11,390.72,1436.92,2056.75,54.82,3.81,37.75,100,6,366.93,412.25,42.35,49.66,44.56,86.55,NULL,355.125,22.89,89,20.69
21-07-2021,10,6.01,10.71,31.31,35.73,392.18,1416.07,2054.72,54.87,3.89,37.34,100,6,353.4,412.08,41.45,46.99,42.54,83.45,NULL,342.125,23.39,88.17,21.02
21-07-2021,11,6.02,9.98,30.73,34.48,398.47,1347.58,2042.63,54.4,4.27,35.8,100,6,303.2,411.58,38.43,40.85,37.43,71.9,NULL,292.9375,23.39,89.67,21.32
21-07-2021,12,5.97,10.25,31.03,35.03,395.63,1376.54,2046.15,54.37,4.1,36.45,100,6,324.71,414.98,39.47,42.53,37.79,76.34,NULL,313.625,23.39,91.67,21.72
21-07-2021,13,5.99,10.5,31.26,35.49,393.95,1402.38,2051.77,54.71,4.01,37.03,100,6,342.47,421.95,40.39,44.78,39.12,79.51,NULL,331.4375,23.52,92,21.92
21-07-2021,14,6.01,10.6,31.07,35.37,393.73,1398.83,2048.7,54.58,3.99,36.95,100,6,344.52,421.73,40.42,45.13,39.02,80.02,NULL,333.125,23.79,92,22.19
21-07-2021,15,6.01,10.58,31.14,35.43,393.86,1401.54,2050.56,54.64,4,37.01,100,6,344.2,421.03,40.48,45.46,39.75,79.97,NULL,333.4375,23.79,91.17,22.02
21-07-2021,16,6.01,10.42,30.62,34.72,395.05,1366.08,2046.28,54.51,4.06,36.21,100,6,326.63,423.67,39.25,42.78,38.06,75.79,NULL,316.3125,23.79,90,21.79
21-07-2021,17,6.01,10.09,30.27,34.04,397.42,1329.62,2040.58,54.34,4.21,35.39,100,6,302.03,423.17,37.9,39.93,36.74,70.41,NULL,292.0625,23.79,90,21.79
21-07-2021,18,6.01,9.98,29.84,33.48,398.03,1303.2,2035.7,54.01,4.25,34.8,100,6,290.05,420.82,37.1,38.71,35.92,67.97,NULL,280.4375,23.72,90,21.72
21-07-2021,19,5.98,10.43,30.06,34.13,393.98,1341.95,2041.5,53.94,4,35.67,100,6,322.78,419.93,38.93,41.59,37.48,75.33,NULL,312.375,23.39,90.83,21.56
21-07-2021,20,5.99,10.64,29.99,34.23,393.18,1348.62,2040.93,53.95,3.96,35.82,100,6,332.17,421.52,39.43,42.47,37.97,77.26,NULL,321.125,23.39,89.33,21.26
21-07-2021,21,5.98,10.79,30.13,34.53,391.25,1363.9,2045.08,53.96,3.84,36.17,100,6,343.15,421.75,40.19,43.94,38.73,79.64,NULL,332.25,24.28,91,22.48
21-07-2021,22,6.02,10.6,30.2,34.4,393.12,1354.8,2044.92,54.03,3.95,35.96,100,6,330.17,421.98,39.57,42.6,37.85,76.7,NULL,319.4375,24.06,92,22.46
21-07-2021,23,6.03,10.4,29.35,33.31,395.68,1302.63,2035.48,53.73,4.1,34.79,100,6,308.77,419.33,38.08,39.5,36.31,72.13,NULL,298.5625,23.28,92,21.68
22-07-2021,0,7.29,11.09,34.01,37.62,421.41,1491.71,2087.69,54.08,5.54,38.3,100,6,330.14,416.81,42.41,49.03,45.1,78.25,NULL,320.75,23.28,90.67,21.41
22-07-2021,1,7.17,10.92,37.95,41.7,418.88,1710.55,2132.48,55.92,5.49,43.04,100,6,365.08,414.28,44.57,53.1,49.91,85.73,NULL,353.375,23.28,90,21.28
22-07-2021,2,6.55,10.75,33.4,37.49,404.52,1505.13,2086.03,55.31,4.63,38.93,100,6,347.07,415.93,41.93,48.98,45.18,81.43,NULL,336.3125,23.28,90,21.28
22-07-2021,3,6,10.29,29.21,33.12,395.07,1293.43,2035.07,53.76,4.07,34.58,100,6,304.5,419.47,37.71,39.05,36.26,71.24,NULL,294.5625,23.28,90,21.28
22-07-2021,4,6.01,10.32,29.12,33,395.92,1288.4,2031.13,53.39,4.11,34.47,100,6,302.98,418.53,37.6,38.73,36.03,71.08,NULL,293.125,23.28,89,21.08
22-07-2021,5,6,10.43,29.36,33.39,394.32,1307.38,2035.22,53.48,4.02,34.89,100,6,312.88,416.48,38.25,40.11,36.58,73.48,NULL,303.125,23.28,89,21.08
22-07-2021,6,6.01,10.31,29.47,33.39,395.25,1304.57,2034.37,53.58,4.08,34.83,100,6,306.45,415,38.05,39.39,36.33,72.21,NULL,296.375,23.28,89.83,21.25
22-07-2021,7,5.99,10.29,29.68,33.61,394.88,1315.78,2036.53,53.7,4.06,35.08,100,6,309.13,413.7,38.33,39.81,36.62,72.99,NULL,299.125,23.28,91,21.48
22-07-2021,8,6,10.33,30,33.97,394.77,1333.12,2039.47,53.83,4.05,35.47,100,6,315.1,411.38,38.75,40.82,37.24,74.63,NULL,304.625,23.28,91,21.48
22-07-2021,9,6,10.53,30.38,34.55,393.6,1362.13,2044.33,54.05,3.98,36.13,100,6,330.67,413.73,39.76,43.16,38.3,77.89,NULL,320.0625,23.95,91,22.15
22-07-2021,10,5.97,10.7,30.72,35.1,391.97,1388.95,2048.37,54.27,3.88,36.73,100,6,347.52,414.87,40.87,45.45,39.6,81.57,NULL,336.625,23.29,90,21.29
22-07-2021,11,6.01,10.71,30.83,35.18,392.98,1391.93,2049.62,54.37,3.94,36.79,100,6,345.82,415.6,40.8,45.29,39.05,81.08,NULL,334.75,22.79,89,20.59
22-07-2021,12,5.99,10.72,31.11,35.53,392.2,1408.98,2052.48,54.56,3.9,37.18,100,6,353.33,415.82,41.37,46.42,40.61,82.77,NULL,342,24.18,90,22.18
22-07-2021,13,5.99,10.78,31.3,35.77,391.77,1421.63,2055.92,54.73,3.87,37.45,100,6,359.42,419.2,41.51,47.65,42.22,83.69,NULL,347.875,23.39,92,21.79
22-07-2021,14,6,10.76,31.29,35.75,391.98,1420.29,2054.31,54.83,3.89,37.43,100,6,357.36,416.15,41.44,48.09,42.24,83.67,NULL,345.9375,23.39,94,22.19
22-07-2021,15,6.01,10.8,31.35,35.84,391.97,1425.58,2053,54.71,3.88,37.52,100,6,359.53,414.58,41.56,48.8,42.42,84.45,NULL,348.1875,23.39,92.33,21.86
22-07-2021,16,6.01,10.77,31.32,35.79,391.95,1420.62,2055.6,54.85,3.88,37.43,100,6,357.77,418.55,41.4,47.35,42.12,83.44,NULL,345.75,23.39,92,21.79
22-07-2021,17,5.98,11.12,31.83,36.71,388.08,1473.05,2066.32,55.31,3.65,38.45,100,6,389.93,422.98,43.52,54.06,47.2,90.12,NULL,378.25,23.39,93,21.99
22-07-2021,18,6.02,10.69,31.53,35.95,392.47,1430.42,2058.52,55.12,3.91,37.62,100,6,356.65,417.2,41.52,48.13,41.72,83.31,NULL,345.5,23.39,91,21.59
22-07-2021,19,6.01,10.57,31.24,35.54,393.13,1408.48,2053.9,54.87,3.95,37.16,100,6,346.23,412.97,40.92,45.96,40.22,81.64,NULL,334.8125,23.39,91,21.59
22-07-2021,20,6.01,10.53,30.81,34.98,394.05,1380.85,2048.2,54.59,4.01,36.55,100,6,334.37,414.61,40.17,43.84,38.28,78.59,NULL,323.6875,23.46,93,22.06
22-07-2021,21,5.99,10.62,30.37,34.62,393.2,1364.68,2043.49,54.26,3.96,36.18,100,6,334.36,416.83,39.8,43.45,38.45,78.34,NULL,323.5,23.59,93,22.19
22-07-2021,22,6.01,10.55,30.16,34.3,394.46,1350.12,2041.35,54.12,4.04,35.85,100,6,326.33,420.26,39.29,42.04,38.13,76.06,NULL,315.8125,25.03,91.33,23.3
22-07-2021,23,6.02,10.4,30.1,34.09,395.28,1339.38,2041.72,54.05,4.08,35.61,100,6,317.35,420.68,38.73,40.98,37.39,74.01,NULL,307,24.78,91,22.98
23-07-2021,0,6.01,10.37,30.04,34.01,395.2,1335.85,2040.78,54.1,4.08,35.53,100,6,315.08,422.82,38.57,40.82,37.25,73.29,NULL,304.6875,24.95,90.17,22.98
23-07-2021,1,6.01,10.32,29.85,33.77,395.82,1323.48,2037.77,53.98,4.11,35.26,100,6,309.47,422.95,38.24,40,36.81,72.03,NULL,299.5,24.28,90,22.28
23-07-2021,2,6,10.3,29.82,33.74,395.53,1320.85,2038.05,53.9,4.09,35.2,100,6,308.65,419.62,38.19,39.98,36.74,72.19,NULL,298.5625,24.28,92,22.68
23-07-2021,3,5.98,10.34,29.77,33.73,394.57,1322.27,2038.73,53.84,4.04,35.23,100,6,311.87,419.93,38.28,40.31,36.78,72.92,NULL,301.6875,24.28,90,22.28
23-07-2021,4,6.01,10.41,29.89,33.9,394.52,1331.18,2039.48,53.87,4.04,35.43,100,6,315.57,419.73,38.68,40.75,37.15,73.69,NULL,305.25,24.28,90,22.28
23-07-2021,5,5.98,10.43,29.68,33.72,394.38,1324.2,2035.43,53.75,4.03,35.27,100,6,316.32,416.98,38.51,40.79,37.11,74.26,NULL,306,23.78,89,21.58
23-07-2021,6,6.02,10.46,30,34.05,394.43,1338.45,2040.48,53.91,4.03,35.59,100,6,319.32,415.05,38.95,41.44,37.49,75.1,NULL,309.125,23.28,88,20.88
23-07-2021,7,5.99,10.37,29.82,33.81,395.35,1325.25,2035.77,53.82,4.08,35.3,100,6,314.03,411.62,38.61,40.64,37,74.33,NULL,303.6875,23.45,86.33,20.72
23-07-2021,8,6.01,10.4,29.85,33.85,395.1,1328.57,2034.02,53.85,4.08,35.37,100,6,314.8,411.32,38.72,40.9,37.07,74.62,NULL,304.375,24.28,85.17,21.31
23-07-2021,9,5.99,10.58,30.2,34.38,393.47,1356.2,2042.13,54.03,3.97,35.99,100,6,330.53,413.48,39.65,43,37.97,77.9,NULL,319.5625,23.46,85,20.46
23-07-2021,10,5.97,10.76,30.68,35.11,391.17,1392.17,2048.03,54.27,3.84,36.8,100,6,350.97,415.23,40.88,46.24,39.85,82.32,NULL,339.4375,24.16,85,21.16
23-07-2021,11,5.99,10.85,31.2,35.76,391.1,1422.93,2053.07,54.56,3.83,37.47,100,6,363.9,414.35,41.86,49.4,42.31,85.47,NULL,352.25,24.22,85,21.22
23-07-2021,12,5.99,11.06,31.62,36.4,389.05,1457.93,2061.02,54.83,3.71,38.16,100,6,383.48,413.98,43.3,53.49,46.37,90.14,NULL,365.5,25.6,85.67,22.73
